recordID,Topic,Topic_ID,Course_List_R3,Course_ID_R3,Scheduling_R3,Grade_Filter,Grade_Text,Program_Description_R3,Combining&PlacementTips_R3,Subject,Resource_Assignments
rec4BCuHlRHW598gk,Lit./Mythology: Grade 5-6,011.001.005.003,Literature: Grades 5-6,011.001.005,1 time/week 25 min * ⬔,"G5, G6,",GRADE(S): 5-6,"Students read Greek mythology, including a retelling of the Iliad, and then dive into a personal narrative from this year's historical time period (1800-1900).
","Suitable for hungry 4th graders. Several books shared with Grades 7-8.
",Literature,"001.003.000*Bold Journey: West with Lewis and Clark->Lit./Mythology: Grade 5-6|002.003.000*Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy->Lit./Mythology: Grade 5-6|003.003.000*Sing Down the Moon->Lit./Mythology: Grade 5-6"
rec7ZFS33CbZViLLV,General Lit.: Grade 5-6,011.001.005.005,Literature: Grades 5-6,011.001.005,1 time/week 20 min * ☐,"G5, G6,",GRADE(S): 5-6,"Read living books full of memorable characters, surprising plot twists, and heartwarming endings. Selections are set in this year's historical time period (1800-1900).
","Easily combined with Grade 4.
",Literature,
recCQuj3cZ8Hd8QF8,Lit./Mythology: Grades 7-8,011.001.007.003,Literature: Grades 7-8,011.001.007,1 time/week 30 min * ⬔,"G7, G8,",GRADE(S): 7-8,"Students learn the famous story of the Iliad and read historical fiction along with texts written during the 19th century - from personal narratives to letters, articles, and more.
","Several books are shared with Grades 5-6 though lesson plans include more advanced work for older students. With its focus on period texts, this course is a helpful onramp to the History of Lit courses in Grades 9-12.
",Literature,001.003.000*The Story of the Amistad->Lit./Mythology: Grades 7-8|001.003.000*At the Back of the North Wind (Everyman's Library Edition)->Lit./Mythology: Grades 7-8|002.003.000*Across Five Aprils->Lit./Mythology: Grades 7-8|002.003.000*Little Women (Part 1)->Lit./Mythology: Grades 7-8|003.003.000*Thunder Rolling in the Mountains->Lit./Mythology: Grades 7-8|003.003.000*Around the World in Eighty Days->Lit./Mythology: Grades 7-8
recbv15L0qWVYvdIB,General Lit: Grades 7-8,011.001.007.006,Literature: Grades 7-8,011.001.007,1 time/week 30 min * ☐,"G7, G8,",GRADE(S): 7-8,"Rich with opportunities for discussion, captivating stories take students to multiple places and perspectives in the 19th century.
","Some books shared with Grades 9-10. Due to more challenging content, we do not advise using these lessons with younger students if combining.
",Literature,
recOGMsLG43gBsvN4,General Lit.: Grades 9-10,011.001.009.005,"Literature: Grade 9, Literature: Grade 10","011.001.009, 011.001.010",2 times/week 30 min * ,"G9, G10, G9, G10,",GRADE(S): 9-10,"Journey into the 19th century with novels, satire, essays, sermons, letters, and periodicals. From authors writing during our time period to those writing about it in later eras, students engage with memorable texts and learn the characteristics of multiple genres along the way.
","Can be combined easily with Grades 11-12. A few books are shared with Grades 7-8, but we do not recommend putting younger students in this course due to content and reading level.
",Literature,001.003.000*A Christmas Carol->General Lit.: Grades 9-10|001.003.000*The Man Who Invented Christmas directed->General Lit.: Grades 9-10|002.003.000*The Strange Case of Dr. Jekyll and Mr. Hyde->General Lit.: Grades 9-10|002.003.000*The Lightning Dreamer: Cuba's Greatest Abolitionist->General Lit.: Grades 9-10|003.003.000*The Call of The Wild->General Lit.: Grades 9-10|003.003.000*Little Women->General Lit.: Grades 9-10|003.003.000*The Adventures of Tom Sawyer->General Lit.: Grades 9-10
rec5wXA5KBcOmYuUn,History of Lit: Grades 9-12,011.001.009.007,"Literature: Grade 9, Literature: Grade 10, Literature: Grades 11-12","011.001.009, 011.001.010, 011.001.011",1 time/week 30 min * ,"G9, G10, G11, G12, G9, G10, G11, G12,",GRADE(S): 9-12,"Using Marshall's and Long's spines along with a variety of primary sources, the History of Literature course introduces students to literary movements and figures in the 19th century. The course prioritizes influential texts in the English-speaking world but also seeks to give students glimpses at literary developments across the globe.
","Lessons are shared across HS grades with grade-specific assignments in the lesson plans as appropriate.
",Literature,
recWOVocAqR0UddsI,Plays: Grades 9-12,011.001.009.008,"Literature: Grade 9, Literature: Grade 10, Literature: Grades 11-12","011.001.009, 011.001.010, 011.001.011",1 time/week 30 min _ ,"G9, G10, G11, G12, G9, G10, G11, G12,",GRADE(S): 9-12,"Students read Shakespeare's plays and have the option to include a play from the year's time period (1800-1900) as well.
","If combining with younger students, we advise following the Shakespeare plans for Grades 5-8. Plays coordinating with the ancient history time period are read in the ancient history lessons for Grades 10-12.
",Literature,001.003.000*The Tempest->Plays: Grades 9-12|001.003.000*The Tempest (Audio recording)->Plays: Grades 9-12|002.003.000*Henry IV Part 2->Plays: Grades 9-12|002.003.000*Henry IV Part 2 (Audio recording)->Plays: Grades 9-12|003.003.000*The Winter's Tale->Plays: Grades 9-12|003.003.000*The Winter's Tale (Audio recording)->Plays: Grades 9-12
recxmtJX0iJY7bM1p,Poetry Study: Grade 9,011.001.009.009,Literature: Grade 9,011.001.009,2 times/week 15 min *or_ ,"G9,",GRADE(S): 9,"Continuing in their poetry studies, students review a wide variety of poetic forms, learn how they have evolved over the centuries, and practice writing their own poems.
","Prerequisite: Grade 8 Poetry Study or a working knowledge of poetic forms and terminology.
",Literature,001.002.000*The Making of a Poem->Poetry Study: Grade 9
rec3N3kFIZxbpKFYW,Poetry Reading: Grades 9-12,011.001.009.010,"Literature: Grade 9, Literature: Grade 10, Literature: Grades 11-12","011.001.009, 011.001.010, 011.001.011",2 times/week 15 min *or_ ,"G9, G10, G11, G12, G9, G10, G11, G12,",GRADE(S): 9-12,"Students read from epics such as Paradise Lost and the Odyssey as well as shorter works by 19th-century poets.
","Students new or struggling in their relationship with poetry should use Grade 8 lessons.
",Literature,001.003.000*Oxford Book of American Verse->Poetry Reading: Grades 9-12|001.003.000*Oxford Book of English Verse->Poetry Reading: Grades 9-12|001.003.000*Historic Poems and Ballads->Poetry Reading: Grades 9-12|001.003.000*Poetry->Poetry Reading: Grades 9-12|001.003.000*The Aeneid->Poetry Reading: Grades 9-12|002.003.000*Civil War Poetry: An Anthology ed.->Poetry Reading: Grades 9-12|003.003.000*Leaves of Grass->Poetry Reading: Grades 9-12|003.003.000*The Complete Poems of Paul Laurence Dunbar->Poetry Reading: Grades 9-12
recp1tFUA5OyJ1HjN,Poetry Study: Grade 10,011.001.010.009,Literature: Grade 10,011.001.010,2 times/week 15 min *or_ ,"G10,",GRADE(S): 10,"This course helps students explore and enjoy poems on many levels; lessons include practice in both writing and reading poetry.
","Prerequisite: Grade 9 Poetry Study or a familiarity with a variety of poems and a strong working understanding of poetic forms and terminology.
",Literature,001.002.000*The Word Made Fresh->Poetry Study: Grade 10
recvgYTB1CAmd95Rc,General Lit.: Grades 11-12,011.001.011.005,Literature: Grades 11-12,011.001.011,2 times/week 30 min * ,"G11, G12, G11, G12,",GRADE(S): 11-12,"Students read historical fiction, mythology, poetry, fables, essays, and plays written during and about the year's time period (1800-1900). Along the way, students also study literary movements, narrative techniques, and poetic forms.
","Multiple books shared with other High School grades. Literature, history, and geography lessons work in sync in Grades 9-12, so it is best to consider all three together when placing students.
",Literature,001.003.000*The Man Who Invented Christmas directed->General Lit.: Grades 11-12|001.003.000*Great Expectations->General Lit.: Grades 11-12|001.003.000*Frankenstein: A Guide to Reading and Reflecting edited->General Lit.: Grades 11-12|002.003.000*Silas Marner->General Lit.: Grades 11-12|002.003.000*The House of the Seven Gables->General Lit.: Grades 11-12|003.003.000*The Adventures of Tom Sawyer->General Lit.: Grades 11-12|003.003.000*Death Comes for the Archbishop->General Lit.: Grades 11-12|003.003.000*The Essential Writings of Ralph Waldo Emerson->General Lit.: Grades 11-12|003.003.000*The Essential Writings of Ralph Waldo Emerson->General Lit.: Grades 11-12
recg19YwLyOajDB8g,Poetry Study: Grades 11-12,011.001.011.009,Literature: Grades 11-12,011.001.011,2 times/week 15 min *or_ ,"G11, G12, G11, G12,",GRADE(S): 11-12,"This course helps students explore and enjoy poems on many levels; lessons include practice in both writing and reading poetry.
","Prerequisite: Grade 9 Poetry Study or a familiarity with a variety of poems and a strong working understanding of poetic forms and terminology. Note: the main text used is begun in Grade 10 Poetry study, but students do not need to complete Grade 10 lessons before beginning this course.
",Literature,001.002.000*The Word Made Fresh->Poetry Study: Grades 11-12
recHM33WBq6vfkMxx,Poetry Study: Grade 7,011.004.007.009,Poetry: Grade 7,011.004.007,1 time/week 20 min * 🅃,"G7,",GRADE(S): 7,"Students study poetic devices and forms and practice writing poetry themselves.
",,Literature,001.001.000*What Is Poetry?->Poetry Study: Grade 7
recm5rqbd7VkHFZwR,Poetry Reading: Grade 7,011.004.007.010,Poetry: Grade 7,011.004.007,4 times/week 5 min *or_ ⬔,"G7,",GRADE(S): 7,"Students continue to develop their relationship with words through ongoing exposure to a variety of poetic forms and through reading proverbs, longer narrative poems, and more from or about this year's time period (1800-1900).
","Students in Grade 7 who are just beginning their relationship with poetry may wish to begin with Grade 6 selections. Poetry lessons are also an integral part of the whole Literature program, so look at both literature and poetry selections together when placing students.
",Literature,001.001.000*A Kick in the Head: An Everyday Guide to Poetic Forms->Poetry Reading: Grade 7|001.003.000*Tennyson: Poems (Everyman's Library)->Poetry Reading: Grade 7|002.003.000*Keats: Poems (Everyman's Library)->Poetry Reading: Grade 7|003.003.000*Carver: A Life in Poems->Poetry Reading: Grade 7
recayhhve7PyldjFx,Poetry Study: Grade 8,011.004.008.009,Poetry: Grade 8,011.004.008,1 time/week 20 min * 🅃,"G8,",GRADE(S): 8,"Students study poetic devices and forms and practice writing poetry themselves.
",,Literature,001.001.000*A World of Poetry: Student Book->Poetry Study: Grade 8
recqnHQ3B8nKT6YZ1,Poetry Reading: Grade 8,011.004.008.010,Poetry: Grade 8,011.004.008,4 times/week 5 min *or_ ⬔,"G8,",GRADE(S): 8,"Students continue to develop their relationship with words by reading proverbs, longer narrative poems, and more from or about this year's time period (1800-1900).
","Students in Grade 8 just beginning their relationship with poetry may wish to begin with Grade 6 selections. Students in Grades 9+ new to poetry should begin here. Poetry lessons are also an integral part of the whole Literature program, so look at both literature and poetry selections together when placing students.
",Literature,001.003.000*Tennyson: Poems (Everyman's Library)->Poetry Reading: Grade 8|002.003.000*Keats: Poems (Everyman's Library)->Poetry Reading: Grade 8|003.003.000*Carver: A Life in Poems->Poetry Reading: Grade 8
recSG4uIGMf0evGmf,Math Lessons: Grade 1,012.001.001.001,Mathematics: Grade 1,012.001.001,5 times/week 20 min * 🅃,"G1,",GRADE(S): 1,"Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart A Primary Skill Focus: Number Sense, Addition and Subtraction, Place Value
","All students should take the placement test on the RightStart website (rightstartmath.com). Some students may be able to skip RightStart A.
",Math,001.001.000*RightStart Mathematics Level A 2nd Ed. Book Bundle->Math Lessons: Grade 1
recr6yha3bg0duSUp,Math Lessons: Grade 2,012.001.002.001,Mathematics: Grade 2,012.001.002,5 times/week 20 min * 🅃,"G2,",GRADE(S): 2,"Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart B Primary Skill Focus: Addition, Subtraction
","Students who are new to RightStart Math should take the placement test on the RightStart website (rightstartmath.com).
Prerequisite: RightStart A or appropriate skill proficiency
",Math,001.001.000*RightStart Mathematics Level B 2nd Ed. Book Bundle->Math Lessons: Grade 2
recrfQKdENXfAsE6h,Math Lessons: Grade 3,012.001.003.001,Mathematics: Grade 3,012.001.003,5 times/week 20 min * 🅃,"G3,",GRADE(S): 3,"Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart C Primary Skill Focus: Addition, Subtraction, Place Value
","Students who are new to RightStart Math should take the placement test on the RightStart website (rightstartmath.com). 
Prerequisite: RightStart B or appropriate skill proficiency
",Math,001.001.000*RightStart Mathematics Level C 2nd Ed. Book Bundle->Math Lessons: Grade 3
rec8Q3ZOom25vbV62,Math Lessons: Grade 4,012.001.004.001,Mathematics: Grade 4,012.001.004,5 times/week 20 min * 🅃,"G4,",GRADE(S): 4,"Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart D Primary Skill Focus: Multiplication, Geometry
","Students who are new to RightStart Math should take the placement test on the RightStart website (rightstartmath.com). 
Prerequisite: RightStart C or appropriate skill proficiency
",Math,001.001.000*RightStart Mathematics Level D 2nd Ed. Book Bundle->Math Lessons: Grade 4
recuJhEfwh2kUpb3e,Math Lessons: Grade 5,012.001.005.001,Mathematics: Grade 5,012.001.005,5 times/week 20 min * 🅃,"G5,",GRADE(S): 5,"Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart E Primary Skill Focus: Division, Fractions, Percents
","Students who are new to RightStart Math should take the placement test on the RightStart website (rightstartmath.com). 
Prerequisite: RightStart D or appropriate skill proficiency
",Math,001.001.000*RightStart Mathematics Level E 2nd Ed. Book Bundle->Math Lessons: Grade 5
recXp7eQKQCyeiFWA,Math Lessons: Grade 6,012.001.006.001,Mathematics: Grade 6,012.001.006,5 times/week 20 min * 🅃,"G6,",GRADE(S): 6,"Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart F Primary Skill Focus: Division, Decimals
","Students who are new to RightStart Math should take the placement test on the RightStart website (rightstartmath.com).
Prerequisite: RightStart E or appropriate skill proficiency
",Math,001.001.000*RightStart Mathematics Level F 2nd Ed. Book Bundle->Math Lessons: Grade 6
recDaqVPbcOCFqtPb,Pre-Algebra,012.001.007.002,Mathematics: Grade 7,012.001.007,2 times/week 30 min * 🅃,"G7,",GRADE(S): 7,"Students discover algebraic concepts using manipulatives.
","Prerequisite: RightStart F or mastery of basic arithmetic, fractions, decimals, and percents.
",Math,001.001.000*Hands-On Equations Deluxe Home Set->Pre-Algebra|001.001.000*The Hands-On Equations Verbal Problems Book->Pre-Algebra
rec98Rpi7iomq1qoc,Geometry: Grade 7,012.001.007.003,Mathematics: Grade 7,012.001.007,3 times/week 30 min * 🅃,"G7,",GRADE(S): 7,"Students discover geometric concepts by constructing drawings. RightStart G Primary Skill Focus: Geometry
","This course progresses through the RightStart G over two years.

Prerequisite: RightStart F or mastery of basic arithmetic, fractions, decimals, and percents.
",Math,001.001.000*RightStart Mathematics Level G 2nd Ed. Book Bundle->Geometry: Grade 7
recst0aVIebKf7Sw7,Algebra 1: Part 1,012.001.008.002,Mathematics: Grade 8,012.001.008,3 times/week 40 min * 🅃,"G8,",GRADE(S): 8,"Students discover and practice algebraic concepts through real-world narratives and problem-solving.
","Even students in Grade 8 who have not taken Pre-Algebra should take this course to keep on pace for earning high school credits.

Prerequisite: RightStart F or mastery of basic arithmetic, fractions, decimals, and percents.
",Math,001.001.000*Elementary Algebra Teacher Guide (Revised Edition)->Algebra 1: Part 1|001.001.000*Elementary Algebra Student Book->Algebra 1: Part 1
recv5IVzMmUzic2Uj,Geometry: Grade 8,012.001.008.003,Mathematics: Grade 8,012.001.008,2 times/week 40 min * 🅃,"G8,",GRADE(S): 8,"Students will discover geometric concepts by constructing drawings.
","RightStart G Primary Skill Focus: Geometry. This course progresses through the book over two years. Continue from Grade 7.
",Math,001.001.000*RightStart Mathematics Level G 2nd Ed. Book Bundle->Geometry: Grade 8
recTfs8xpxgUQ1ugj,Algebra 1: Part 2,012.001.009.002,Mathematics: Grade 9,012.001.009,2 times/week 40 min * ,"G9,",GRADE(S): 9,"Following Mason's example, students alternate lessons in Algebra and Geometry.
","Students should have facility with arithmetic.
",Math,001.001.000*Elementary Algebra Student Book->Algebra 1: Part 2|001.001.000*Elementary Algebra Teacher Guide (Revised Edition)->Algebra 1: Part 2
recHjGr25x0cnrVyh,Geometry: Grade 9,012.001.009.003,Mathematics: Grade 9,012.001.009,3 times/week 40 min * ,"G9,",GRADE(S): 9,"Following Mason's example, students alternate lessons in Algebra and Geometry.
","Students should have facility with arithmetic.
",Math,001.001.000*Geometry Curriculum Pack->Geometry: Grade 9
reciYy6buekb2ArSG,Algebra/ Trig.: Grade 10,012.001.010.002,Mathematics: Grade 10,012.001.010,3 times/week 40 min * ,"G10,",GRADE(S): 10,"Following Mason's example, students alternate lessons in Algebra and Geometry.
","Students should have facility with arithmetic.
",Math,001.001.000*Algebra and Trigonometry: Functions and Applications->Algebra/ Trig.: Grade 10|001.001.000*Algebra 2/Trig Ancillary Materials->Algebra/ Trig.: Grade 10|001.001.000*Home Study Companion: Algebra 2/Trigonometry->Algebra/ Trig.: Grade 10
recwo31apbxyGhFle,Geometry: Grade 10,012.001.010.003,Mathematics: Grade 10,012.001.010,2 times/week 40 min * ,"G10,",GRADE(S): 10,"Following Mason's example, students alternate lessons in Algebra and Geometry.
","Students should have facility with arithmetic.
",Math,001.001.000*Geometry Curriculum Pack->Geometry: Grade 10
recqNQrKdVJQ5PxQP,Math Games: Grades 1-8,012.001.012.002,"Mathematics: Grade 1, Mathematics: Grade 2, Mathematics: Grade 3, Mathematics: Grade 4, Mathematics: Grade 5, Mathematics: Grade 6, Mathematics: Grade 7, Mathematics: Grade 8, Mathematics: Grade 7 (Denison), Mathematics: Grade 8 (Denison)","012.001.001, 012.001.002, 012.001.003, 012.001.004, 012.001.005, 012.001.006, 012.001.007, 012.001.008, 012.002.007, 012.002.008",3 times/week 15 min+ _ 🅃,"G1, G2, G3, G4, G5, G6, G7, G8, G7, G8,",GRADE(S): 1-8,"Practice and learn math facts through games.
",,Math,001.001.000*Math Card Games Kit->Math Games: Grades 1-8
recO9OCHt7w8TaIPS,Math Lessons: Grade 7 (Denison),012.002.007.001,Mathematics: Grade 7 (Denison),012.002.007,5 times/week 30 min * 🅃,"G7,",GRADE(S): 7,,,Math,001.001.000*Denison Pre-Algebra->Math Lessons: Grade 7 (Denison)
recOVyWcUzhhTFjCW,Math Lessons: Grade 8 (Denison),012.002.008.001,Mathematics: Grade 8 (Denison),012.002.008,5 times/week 40 min * 🅃,"G8,",GRADE(S): 8,,,Math,001.001.000*Denison Algebra 1->Math Lessons: Grade 8 (Denison)
recQnNMrVmgVQUVVT,Music Appreciation,014.001.001.001,Music: Intro,014.001.001,1 time/week 10 min * 🅃,"G1,",GRADE(S): 1,"This course aims to foster a love of music. Students begin by learning about and listening to common orchestral instruments. Then they spend the rest of the course with a few famous pieces of music that serve as a fun introduction for students with no prior exposure to classical music.
","Suitable for Grades 1-3 if combining.
",Music,001.001.000*A Child's Introduction to the Orchestra->Music Appreciation|002.001.000*Playlist for Afternoon Listening and Selected Lessons->Music Appreciation
recd3yaMAQJpdn7CR,Hymns & Spirituals,014.001.001.003,"Music: Intro, Music: Level 1, Music: Level 2, Music: Level 3, Music: Level 4, Music: Level 5","014.001.001, 014.002.002, 014.003.003, 014.004.004, 014.005.005, 014.006.006",1 time/week 10 min * 🅃,"G1, G2, G3, G4, G5, G6, G7, G8, G9, G10, G11, G12,",GRADE(S): 1-12,"Students sing hymns and spirituals to build their faith and appreciation of God's work across time. Hymns and spirituals are connected to the historical time period as appropriate.
",,Music,"001.002.001*Our Hymns, Our Heritage->Hymns & Spirituals"
rec3VWzJd0IeiTO7V,Folk Songs,014.001.001.004,"Music: Intro, Music: Level 1, Music: Level 2, Music: Level 3, Music: Level 4, Music: Level 5","014.001.001, 014.002.002, 014.003.003, 014.004.004, 014.005.005, 014.006.006",1 time/week 10 min * 🅃,"G1, G2, G3, G4, G5, G6, G7, G8, G9, G10, G11, G12,",GRADE(S): 1-12,"Students sing folk songs connected to the time period (1800-1900).
",,Music,003.002.000*Like a Bird: The Art of the American Slave Song->Folk Songs
reclhERbHEXrGEJTn,Sol-fa: Musical Games,014.001.001.005,Music: Intro,014.001.001,1 time/week 10 min * 🅃,"G1,",GRADE(S): 1,"Students play musical games to notice rhythm and melody.
","Suitable for Grades 1-3 if combining
",Music,001.002.000*Musical Games Playlist->Sol-fa: Musical Games
recnrC7gDjZ3Y39bA,Afternoon Listening,014.001.001.006,"Music: Intro, Music: Level 1, Music: Level 2, Music: Level 3, Music: Level 4, Music: Level 5","014.001.001, 014.002.002, 014.003.003, 014.004.004, 014.005.005, 014.006.006",1 time/week 10 min _ ⬔,"G1, G2, G3, G4, G5, G6, G7, G8, G9, G10, G11, G12,",GRADE(S): 1-12,"
",,Music,
recc7G1pOR69hhyYk,Composer Study,014.002.002.002,"Music: Level 1, Music: Level 2, Music: Level 3, Music: Level 4, Music: Level 5","014.002.002, 014.003.003, 014.004.004, 014.005.005, 014.006.006","1 time/week 10 min * ⬔ (Grades 2-4)
1 time/week 15 min * ☐ (Grades 5-12)","G2, G3, G4, G5, G6, G7, G8, G9, G10, G11, G12,",GRADE(S): 2-12,"Students listen to music from a number of composers from this year's historical period and learn to listen for musical ideas.
","These Composer Study lessons are shared across grades 2-12 with extensions provided for older students. Students in Grades 2-3 with no classical music background may choose to take Intro to Music Appreciation first.
",Music,001.003.000*Playlist for the Year->Composer Study
reczUjTDddwJhQsyZ,Sol-fa: Level 1,014.002.002.005,Music: Level 1,014.002.002,1 time/week 10 min * 🅃,"G2,",GRADE(S): 2+,"March, imitate, and play games with music. Explore how simple melodic patterns and rhythms build into scales. Finish with an understanding of dynamics, basic rhythms, and the sol-fa scale. Audio lessons are provided with the lesson plans.

Skill Focus: Rhythm, melody, scales, dynamics, and sol-fa syllables (""do"" - ""so"").
","Grade 3 students with no experience with sol-fa or sight-reading music may start with Level 1.
",Music,001.001.000*Sol-fa Level 1 Audio Lessons->Sol-fa: Level 1
recpGNmYUmRPSyd8C,Sol-fa: Level 2,014.003.003.005,Music: Level 2,014.003.003,1 time/week 10 min * 🅃,"G3,",GRADE(S): 3+,"Learn the sol-fa syllables, concepts of rhythm and meter, and how to read music. Video lessons are provided with the lesson plans.

Skills Focus: Rhythm, meter, sol-fa syllables and hand signs, ear test.
","Grade 3 students with no experience with sol-fa or sight-reading music may start with Level 1 or 2. Older students should start with Level 2.
",Music,001.001.000*Sol-fa Level 2 Audio/Video Lessons->Sol-fa: Level 2
recW28tV8DR61TuBp,Sol-fa: Level 3,014.004.004.005,Music: Level 3,014.004.004,1 time/week 15 min * ⬔,"G4,",GRADE(S): 4+,"Learn to sight-sing in multiple keys, time signatures, and with various rhythms. Train ears with melodic and rhythmic ear tests, learn how to compose music, and begin work on sight-singing exercises independently before checking work. Audio lessons are included in the lesson plans.

Skills Focus: Keys, time signatures, sol-fa syllables and hand signs, ear test, music copywork, sharps and flats.
","Prerequisite: Sight-Singing with Sol-fa Level 2 or appropriate skill proficiency. Students in Grades 4+ with no experience with sol-fa or sight-reading music should start with Level 2.
",Music,001.001.000*Fifty Steps in Sight-Singing->Sol-fa: Level 3|001.001.000*Sol-fa Level 3 Audio Lessons->Sol-fa: Level 3
rechMtP1V1XgZ53pi,Sol-fa: Level 4,014.005.005.005,Music: Level 4,014.005.005,1 time/week 15 min * ⬔,"G5,",GRADE(S): 5+,"Learn to sight-sing in new keys, time signatures, and rhythms. Continue studying the basics of music theory. Train ears with melodic and rhythmic ear tests, learn how to compose music, and gain further freedom and facility in sight-singing. Audio lessons are included in the lesson plans.

Skills Focus: Time signatures, note values, scales, and dictation.
","Prerequisite: Sight-Singing with Sol-fa Level 3 or appropriate skill proficiency. Students in Grades 4+ with no experience with sol-fa or sight-reading music should start with Level 2.
",Music,001.001.000*Fifty Steps in Sight-Singing->Sol-fa: Level 4|001.001.000*Sol-fa Level 4 Audio Lessons->Sol-fa: Level 4
recPM5jXG1kesMguO,Sol-fa: Level 5,014.006.006.005,Music: Level 5,014.006.006,1 time/week 15 min * ⬔,"G6, G7, G8, G9, G10, G11, G12,",GRADE(S): 6-12,"Learn to sight-sing in new keys, time signatures, and rhythms. Continue studying the basics of music theory. Train ears with melodic and rhythmic ear tests, learn how to compose music, and gain further freedom and facility in sight-singing. Audio lessons are included in the lesson plans.

Skills Focus: Time signatures, note values, scales, and dictation.
","Prerequisite: Sight-Singing with Sol-fa Level 4 or appropriate skill proficiency. Students in Grades 4+ with no experience with sol-fa or sight-reading music should start with Level 2.
",Music,001.001.000*Fifty Steps in Sight-Singing->Sol-fa: Level 5|001.001.000*Sol-fa Level 5 Audio Lessons->Sol-fa: Level 5
recAuJptpZmgrYS9m,Playground Songs & Rhymes,015.001.001.001,PE: Grades 1-3,015.001.001,1 time/week 20 min * 🅃,"G1, G2, G3,",GRADE(S): 1-3,"Develop hand-eye coordination while playing with words and rhythm using ball-bouncing, passing, and clapping games.
",,Physical Education,001.002.000*The Book of Playground Songs & Rhymes->Playground Songs & Rhymes
recJlZCpkXG6vSIdC,Jump Rope,015.001.001.002,PE: Grades 1-3,015.001.001,1 time/week 20 min * 🅃,"G1, G2, G3,",GRADE(S): 1-3,"Using jump-rope games, students work on hand-eye coordination while playing with words and rhythm.
",,Physical Education,001.002.000*The Book of Playground Songs & Rhymes->Jump Rope
recOGQeu4r6FbCZgn,Free Play,015.001.001.003,PE: Grades 1-3,015.001.001,2 times/week 20 min *or_ 🅃,"G1, G2, G3,",GRADE(S): 1-3,"
",,Physical Education,
recAB9geLqGyqTDkg,Folk Dancing,015.001.001.004,"PE: Grades 1-3, PE: Grades 4-6","015.001.001, 015.004.002",1 time/week 20 min * 🅃,"G1, G2, G3, G4, G5, G6,",GRADE(S): 1-6,"Learn basic steps for individual, couple, and/or group dances using traditional folk songs.
",,Physical Education,001.002.000*The Book of Song Dances->Folk Dancing
recx2i8TLYVdU0pPc,Playground Games,015.004.002.001,"PE: Grades 4-6, PE: Grades 7-12","015.004.002, 015.007.003",1 time/week 20 min *or_ ⬔,"G4, G5, G6, G7, G8, G9, G10, G11, G12,",GRADE(S): 4-12,"Play group playground games.
","Suitable for interested younger students.
",Physical Education,001.002.000*The Ultimate Homeschool Physical Education Game Book->Playground Games
reckAZIlzzO3IwsSY,Sports,015.004.002.002,"PE: Grades 4-6, PE: Grades 7-12","015.004.002, 015.007.003",1 time/week 20 min *or_ ⬔,"G4, G5, G6, G7, G8, G9, G10, G11, G12,",GRADE(S): 4-12,"This year, students will learn how to play football, badminton, and softball through participating in a variety of games, skills, and activities. Activities are geared for smaller groups of students, but can be adjusted to any size.
","Minimal supplies are required.
",Physical Education,001.002.000*The Ultimate Homeschool Physical Education Game Book->Sports
reclZXm6TOqOcFHbV,Free Play/ Circuits,015.004.002.003,"PE: Grades 4-6, PE: Grades 7-12","015.004.002, 015.007.003",2 times/week 20 min *or_ ⬔,"G4, G5, G6, G7, G8, G9, G10, G11, G12,",GRADE(S): 4-12,"Make fitness-building routines a habit.
","Students may also choose to take a local Pilates or Yoga class.
",Physical Education,001.002.000*303 Tween-Approved Exercises and Active Games->Free Play/ Circuits
recKrNa3rC1e9RrW6,Historic Dancing,015.007.003.004,PE: Grades 7-12,015.007.003,1 time/week 20 min *or_ ☐,"G7, G8, G9, G10, G11, G12,",GRADE(S): 7-12,"Students will learn dances that were popular in the historical period being studied and perform them to some music of that period.
","This course is suitable for interested students in Grades 5-6 if combining.
",Physical Education,
recze3NFQFBQ9QtnB,General Science: Grade 1,016.001.002.001,Science: Grade 1,016.001.002,1 time/week 15 min * 🅃,"G1,",GRADE(S): 1,"Students explore habitats and meet some less familiar creatures from those habitats, such as bats, spiders, and seeds. Coordinating afternoon activities are provided in Outdoor Work.
",,Science,001.001.001*Over and Under the Pond->General Science: Grade 1|001.002.002*Bat Loves the Night->General Science: Grade 1|002.001.001*Winter Sleep: A Hibernation Story->General Science: Grade 1|002.001.002*A Fruit is a Suitcase for Seeds->General Science: Grade 1|003.001.001*Up in the Garden and Down in the Dirt->General Science: Grade 1|003.001.002*A House Spider's Life->General Science: Grade 1
recyJkGRi0eytNpYD,Natural History: Grade 1,016.001.002.002,Science: Grade 1,016.001.002,1 time/week 10 min * 🅃,"G1,",GRADE(S): 1,"Students learn methodically about the variety of creatures around them, including insects and birds. Coordinating afternoon activities are provided in Outdoor Work.
",,Science,001.001.000*Christian Liberty Nature Reader Book 1->Natural History: Grade 1
