recordID,Resource Assignment,Edit_ResourceDetails,R1,R2,R3,R4,Assignments_T1,Assignments_T2,Assignments_T3,ImageFORMULA,Shared_RollUp_Rotation 1,Shared_RollUp_Rotation 2,Shared_RollUp_Rotation 3,Shared_RollUp_Rotation 4,Resource_Key,Sort_ID,Grade_Filter,Resource_Information_Text,Scope,Link 1 url,Link 2 url,Link 1 text,Link 2 text,Edit_ResourceAssignmentsURL(R1),Edit_ResourceAssignmentsURL(R2),Edit_ResourceAssignmentsURL(R3),Edit_ResourceAssignmentsURL(R4)
recbfpwMtkEnSwxjC,002.001.000*The Bat Scientists->Natural History: Grade 5,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec3R7vU1h8H9PROu,R1,R2,R3,R4,,The Bat Scientists (Full Term),,,,,,,002.001.000,016.005.002.002.002.000,"G5,","The Bat Scientists by Mary Kay Carson
ISBN/ASIN 978-0544104938 

➜ RATIONALE: This book provides students with a closer look at an endangered species that might be right in their neighborhood. Follow Dr. Tuttle in his tireless work to understand and protect the bat and to maintain balance in the ecosystem.",Term 2,https://smile.amazon.com/Bat-Scientists-Field/dp/0544104935/,https://bookshop.org/a/90084/9780544104938,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recN8oDOE2HTZyEMW?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/rec8p3hfuwYeXGSUv?home=pag8nmiUVfXJRZFLW,
recwz5sy8o4aeEnTm,003.001.000*Beetle Busters->Natural History: Grade 5,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rech9Cvccm5JqQSzD,R1,R2,R3,R4,,,Beetle Busters (Full Term),,,,,,003.001.000,016.005.002.002.003.000,"G5,","Beetle Busters by Loree Griffin Burns
ISBN/ASIN 978-1328895721 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: The Asian longhorned beetle has devastated forest ecosystems in America. Students are introduced to basic forestry as they learn about the problem of invasive species. The author beautifully invites the reader to consider the challenges of dealing with this complex issue and encourages dialogue and collaboration as part of the problem-solving process.

NOTE: Available on Kindle with enhanced typesetting and Learning Ally with Audio.",Term 3,https://smile.amazon.com/Beetle-Busters-Insect-People-Scientists/dp/1328895726/,https://bookshop.org/a/90084/9781328895721,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recN8oDOE2HTZyEMW?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/rec8p3hfuwYeXGSUv?home=pag8nmiUVfXJRZFLW,
recy7yEYTGlMIRinD,001.001.000*Science: Grade 5 Lab Book->Labs: Grade 5,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recAi1K5i0DzuNek3,R1,R2,R3,R4,Science: Grade 5 Lab Book (Full Term - The Hive Detectives),Science: Grade 5 Lab Book (Full Term - The Tornado Scientist),Science: Grade 5 Lab Book (Full Term - Mission to Pluto),,,,,,001.001.000,016.005.002.003.001.000,"G5,","Science: Grade 5 Lab Book by Alveary ✓SAVE ✓PRINT
Alternate Formats: Ebook

➜ RATIONALE: This document contains all the labs for Grade 5, including instructions, procedures, and leveled guidance for analyses and using a lab notebook. The teacher's primary role is teaching students to follow directions.

NOTE: Relevant supplies from the Grade 5 list are further detailed in the Table of Contents for the Lab Book. It is recommended that supplies are obtained either for the year or by term.  

NOTE: Also included in Grade 5 Bundles with Alveary Printing store.","Term 1
Term 2
Term 3",https://marketplace.mimeo.com/alveary-member-2526/product/2bdca539fa3e4145ae41fa71ec2e1b98,https://drive.google.com/file/d/1UFmsPR0xQJK78BhHVcq_yEG92otS21Gk/view?usp=sharing,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recRRLSeVQtZOSAlp?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recM238EuuLae1M5U?home=pag8nmiUVfXJRZFLW,
recVOnEw1wiLJ4xwM,001.001.000*Plate Tectonics->General Science: Grade 6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recTmUqHMkE0WgkLh,R1,R2,R3,R4,Plate Tectonics (Full Term),,,,,,,,001.001.000,016.006.002.001.001.000,"G6,","Plate Tectonics by Fiona Young-Brown
ISBN/ASIN 978-1502643964 

➜ RATIONALE: This text explores the field of plate tectonics from its early history to the current era.  Students will consider how such theories explain the natural phenomena that have contributed to the Earth's development, as well as events such as volcanoes and earthquakes.",Term 1,https://smile.amazon.com/Plate-Tectonics-Great-Discoveries-Science/dp/1502643960/,https://bookshop.org/a/90084/9781502643964,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recZuuy1nQljwQDlT?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCIKPAUtjmwgV4a?home=pag8nmiUVfXJRZFLW,
recZB3P4yqjfflx7P,002.001.000*Phineas Gage->General Science: Grade 6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recuiC7B5gtKKOBWq,R1,R2,R3,R4,,Phineas Gage (Full Term),,,,,,,002.001.000,016.006.002.001.002.000,"G6,","Phineas Gage by John Fleischman
ISBN/ASIN 978-0618494781 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: In this classic story, readers hear the story of a man who suffers an horrific railroad accident.  The resulting brain injury forever changes his life and produces one the most fascinating case studies that neuroscience has ever seen. Note that the author associates social ability and success with human value. Discuss with students as appropriate. 

NOTE: Available on Kindle with enhanced typesetting and Learning Ally with Audio.",Term 2,https://a.co/d/eDdW6oe,https://bookshop.org/a/90084/9780618494781,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recZuuy1nQljwQDlT?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCIKPAUtjmwgV4a?home=pag8nmiUVfXJRZFLW,
recYjgS21wVmM57Z1,003.001.000*The Art of Construction->General Science: Grade 6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recy6L6dZaoXMcArp,R1,R2,R3,R4,,,The Art of Construction (Full Term),,,,,,003.001.000,016.006.002.001.003.000,"G6,","The Art of Construction by Mario Salvadori
ISBN/ASIN 978-1556520808 
Alternate Formats: Ebook

➜ RATIONALE: We love that this book provides hands-on activities for exploring the principles of engineering, allowing students to dip their toes into the engineering process with everyday materials.

NOTE: Available on Kindle with enhanced typesetting.",Term 3,https://www.chicagoreviewpress.com/the-art-of-construction-products-9781556520808.php?page_id=21,https://a.co/d/5YULUSj,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recZuuy1nQljwQDlT?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCIKPAUtjmwgV4a?home=pag8nmiUVfXJRZFLW,
rece7Fq7vMWhB0LS1,001.001.000*Tracking Trash->Natural History: Grade 6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reclcRnF299kHLBzD,R1,R2,R3,R4,Tracking Trash (Full Term),,,,,,,,001.001.000,016.006.002.002.001.000,"G6,","Tracking Trash by Loree Griffin Burns
ISBN/ASIN 978-0547328607 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Students follow a scientist who uses creative methods to better understand ocean currents and our impact on life within the sea.

NOTE: Available on Kindle with enhanced typesetting and Learning Ally with Audio.",Term 1,https://smile.amazon.com/Tracking-Trash-Flotsam-Science-Scientists/dp/0547328605/,https://bookshop.org/a/90084/9780547328607,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recICMdZF528AHTi9?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recNsLgCgQ6qo59lq?home=pag8nmiUVfXJRZFLW,
recD8AXcvCOJdzHxm,002.001.000*The Wolves and Moose of Isle Royale: Restoring an Island Ecosystem->Natural History: Grade 6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recL4XOk8qfUrQ5iI,R1,R2,R3,R4,,The Wolves and Moose of Isle Royale: Restoring an Island Ecosystem (Full Term),,,,,,,002.001.000,016.006.002.002.002.000,"G6,","The Wolves and Moose of Isle Royale: Restoring an Island Ecosystem by Nancy F. Castaldo
ISBN/ASIN 978-0358274230 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Students discover the threatened predator-prey relationship that maintains the Isle Royale ecosystem in this fascinating story. Will scientists be able to restore the balance?  Let's follow this living laboratory experiment.",Term 2,https://www.amazon.com/Wolves-Moose-Isle-Royale-Scientists/dp/0358274230,https://bookshop.org/a/90084/9780358274230,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recICMdZF528AHTi9?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recNsLgCgQ6qo59lq?home=pag8nmiUVfXJRZFLW,
recOrZ9glLeVKZciH,003.001.000*The Frog Scientist->Natural History: Grade 6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recYuxzYJhIPb3Agt,R1,R2,R3,R4,,,The Frog Scientist (Full Term),,,,,,003.001.000,016.006.002.002.003.000,"G6,","The Frog Scientist by Pamela Turner
ISBN/ASIN 978-0547576985 
Alternate Formats: Audiobook

➜ RATIONALE: Scientists now know that frogs are particularly sensitive to pollution. Readers join the work of scientists who are learning just how chemical run-off affects their life cycle. This text is a particularly good example of the relationship between field and laboratory work and introduces important facets of excellent experimental design ""by the way.""

NOTE: Available on Learning Ally with Audio.",Term 3,https://smile.amazon.com/Frog-Scientist-Scientists-Field/dp/0547576986/,https://bookshop.org/a/90084/9780547576985,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recICMdZF528AHTi9?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recNsLgCgQ6qo59lq?home=pag8nmiUVfXJRZFLW,
reca7SkQT1uUifIh3,001.001.000*Science: Grade 6 Lab Book->Labs: Grade 6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec6cSvtXvrxeShOA,R1,R2,R3,R4,Science: Grade 6 Lab Book (Full Term - Plate Tectonics),Science: Grade 6 Lab Book (Full Term - Phineas Gage),Science: Grade 6 Lab Book (Full Term - The Art of Construction),,,,,,001.001.000,016.006.002.003.001.000,"G6,","Science: Grade 6 Lab Book by Alveary ✓SAVE ✓PRINT
Alternate Formats: Ebook

➜ RATIONALE: This document contains all the labs for Grade 6, including instructions, procedures, and leveled guidance for analyses and using a lab notebook. The teacher's primary role is teaching students to follow directions.

NOTE: Relevant supplies from the Grade 6 list are further detailed in the Table of Contents for the Lab Book. It is recommended that supplies are obtained either for the year or by term.  

NOTE: Also included in Grade 6 Bundles with Alveary Printing store.","Term 1
Term 2
Term 3",https://marketplace.mimeo.com/alveary-member-2526/product/35a06f21caf94986bab8ddcb4a58cf99,https://drive.google.com/file/d/1ZPjy0pqCav0cI3Bh-luFPxf3OEszbOcn/view?usp=sharing,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recuFARSsEAruQOOa?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recgVS35iUXGLMTeB?home=pag8nmiUVfXJRZFLW,
recML8nencB786837,001.001.000*The Story of Science: Aristotle Leads the Way->General Science: Grade 7,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recvcsBBJOzNPiZf1,R1,R2,R3,R4,The Story of Science: Aristotle Leads the Way (Full Term - Ch.1-10),The Story of Science: Aristotle Leads the Way (Full Term - Ch.11-20),The Story of Science: Aristotle Leads the Way (Full Term - Ch.21-30),,,,,,001.001.000,016.007.002.001.001.000,"G7,","The Story of Science: Aristotle Leads the Way by Joy Hakim
ISBN/ASIN 978-1588341600 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: This series situates facts and theories within their historical, political, and cultural context.  The author tells the story of science as a process of developing knowledge that is intimately tied to human society. Ms. Hakim challenges readers to consider differing viewpoints, so as to understand science with uncommon wholeness.

NOTE: Sensitive content. Teachers should pre-read and plan how to handle potentially controversial topics.

Available on Kindle and Learning Ally with Audio.","Term 1
Term 2
Term 3",https://smile.amazon.com/Story-Science-Aristotle-Leads-Way/dp/1588341607/,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=88341600,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/rechOm91GEeGoGfEN?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/rec0dGYE4JfbHgtMM?home=pag8nmiUVfXJRZFLW,
recwGKm7Y6EBksFnu,001.001.000*The Girl Who Drew Butterflies: How Maria Merian's Art Changed Science->Natural History: Grade 7,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec6TGftg4CSilmo5,R1,R2,R3,R4,The Girl Who Drew Butterflies: How Maria Merian's Art Changed Science (Full Term),The Girl Who Drew Butterflies: How Maria Merian's Art Changed Science (Full Term),The Girl Who Drew Butterflies: How Maria Merian's Art Changed Science (Full Term),,,,,,001.001.000,016.007.002.002.001.000,"G7,","The Girl Who Drew Butterflies: How Maria Merian's Art Changed Science by Joyce Sidman
ISBN/ASIN 978-0544717138 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: One of the first naturalists to observe live insects directly, Maria Sibylla Merian was also one of the first to document the metamorphosis of the butterfly and the close relationships between insects and plants. In this richly illustrated nonfiction biography, readers meet the ""mother"" of ecology, a woman who flouted convention in the pursuit of knowledge.

NOTE: Available on Audible and Kindle with enhanced typesetting and Learning Ally.","Term 1
Term 2
Term 3",https://smile.amazon.com/Girl-Who-Drew-Butterflies-Merians/dp/0544717139/,https://bookshop.org/a/90084/9780544717138,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recIDScGIGk5NpYlY?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recqkaSHIvH4dpBWk?home=pag8nmiUVfXJRZFLW,
recnAoLDJPCNInoiC,001.001.000*Science: Grade 7 Lab Book->Labs: Grade 7,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recqjGUmdZW03rnih,R1,R2,R3,R4,Science: Grade 7 Lab Book (Full Term),Science: Grade 7 Lab Book (Full Term),Science: Grade 7 Lab Book (Full Term),,,,,,001.001.000,016.007.002.003.001.000,"G7,","Science: Grade 7 Lab Book by Alveary ✓SAVE ✓PRINT
Alternate Formats: Ebook

➜ RATIONALE: This document contains all the labs for Grade 7, including instructions, procedures, and leveled guidance for analyses and using a lab notebook. The lab book builds upon those from Form 2 (Grades 4-6) but also supports those new to the program in Form 3 (Grades 7-8). It has been designed for a gentler transition to high school science, as well.

NOTE: Relevant supplies from the Grade 7 list are further detailed in the Table of Contents for the Lab Book. It is recommended that supplies are obtained either for the year or by term.  

NOTE: Also included in Grade 7 Bundles with Alveary Printing store.","Term 1
Term 2
Term 3",https://marketplace.mimeo.com/alveary-member-2526/product/533801f2238a43618b77b6de2d97a503,https://drive.google.com/file/d/1FFegBCavHuDBmnIJGSeV9RceqAPW1oa0/view?usp=sharing,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/rec7ff2SkAyT13SbG?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recT561H8Zw38p89v?home=pag8nmiUVfXJRZFLW,
recHU2gT2YMfoN6cL,001.001.000*The Story of Science: Newton At the Center->General Science: Grade 8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recHffB9SrAain2dT,R1,R2,R3,R4,The Story of Science: Newton At the Center (Full Term - Ch.1-18),The Story of Science: Newton At the Center (Full Term - Ch.19-39),,,,,,,001.001.000,016.008.002.001.001.000,"G8,","The Story of Science: Newton At the Center by Joy Hakim
ISBN/ASIN 978-1588341617 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: This series situates facts and theories within their historical, political, and cultural context.  The author tells the story of science as a process of developing knowledge that is intimately tied to human society. Ms. Hakim challenges readers to consider differing viewpoints, so as to understand science with uncommon wholeness.

NOTE: Sensitive content. Parents should pre-read and plan how to handle potentially controversial topics.

Available on Kindle with enhanced typesetting and Learning Ally with Audio.","Term 1
Term 2",https://smile.amazon.com/Story-Science-Newton-Center/dp/1588341615/,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=88341617,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/reciMrTTB4ZL7ICk4?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/reckqMDHssrGrXRnM?home=pag8nmiUVfXJRZFLW,
rec7mEoQbpuzNmgy3,003.001.000*The Story of Science: Einstein Adds a New Dimension->General Science: Grade 8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recv5KqOdEeCxonij,R1,R2,R3,R4,,,The Story of Science: Einstein Adds a New Dimension (Full Term - Whole Book),,,,,,003.001.000,016.008.002.001.003.000,"G8,","The Story of Science: Einstein Adds a New Dimension by Joy Hakim
ISBN/ASIN 978-1588341624 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: This series situates facts and theories within their historical, political, and cultural context.  The author tells the story of science as a process of developing knowledge that is intimately tied to human society. Ms. Hakim challenges readers to consider differing viewpoints, so as to understand science with uncommon wholeness.

NOTE: Sensitive content. Parents should pre-read and plan how to handle potentially controversial topics.

Available on Kindle with enhanced typesetting and Learning Ally with Audio.",Term 3,https://smile.amazon.com/Story-Science-Einstein-Adds-Dimension/dp/1588341623/,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=8341624,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/reciMrTTB4ZL7ICk4?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/reckqMDHssrGrXRnM?home=pag8nmiUVfXJRZFLW,
rec3IqbLXvfEopDoS,001.001.000*Invincible Microbe->Natural History: Grade 8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recLDheT0FVaeTgRR,R1,R2,R3,R4,Invincible Microbe (Full Term),Invincible Microbe (Full Term),Invincible Microbe (Full Term),,,,,,001.001.000,016.008.002.002.001.000,"G8,","Invincible Microbe by Jim Murphy
ISBN/ASIN 978-0544455948 

➜ RATIONALE: Murphy tells the story of an ancient and elusive microbe, weaving together ideas from science, history, and ethics. This author is a master storyteller, and we can't imagine a better way to continue our journey through natural history and into the very timely topic of microbiology and infectious disease.","Term 1
Term 2
Term 3",https://smile.amazon.com/Invincible-Microbe-Tuberculosis-Never-Ending-Search/dp/0544455940/,https://bookshop.org/a/90084/9780544455948,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/rechRO0HDqhp6NB4b?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/rec1GA7WscJbTd61i?home=pag8nmiUVfXJRZFLW,
recIl92PEXYSfPFrr,001.001.000*Science: Grade 8 Lab Book->Labs: Grade 8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recYKUGOvi3S9a3YW,R1,R2,R3,R4,Science: Grade 8 Lab Book (Full Term),Science: Grade 8 Lab Book (Full Term),Science: Grade 8 Lab Book (Full Term),,,,,,001.001.000,016.008.002.003.001.000,"G8,","Science: Grade 8 Lab Book by Alveary ✓SAVE ✓PRINT
Alternate Formats: Ebook

➜ RATIONALE: This document contains all the labs for Grade 8, including instructions, procedures, and leveled guidance for analyses and using a lab notebook. The lab book is designed to provide a foundation for the high school disciplines.

NOTE: Relevant supplies from the Grade 8 list are further detailed in the Table of Contents for the Lab Book. It is recommended that supplies are obtained either for the year or by term.  

NOTE: Also included in Grade 8 Bundles with Alveary Printing store.","Term 1
Term 2
Term 3",https://marketplace.mimeo.com/alveary-member-2526/product/b7e8ecbb8be942f6ab0bb23f4a6f5734,https://drive.google.com/file/d/12sYBFEJoELPFwE1NnhxaaAjb7l31GEMo/view?usp=sharing,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recaidl0AJK4KMqrH?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recy9WbCqz2fs07iL?home=pag8nmiUVfXJRZFLW,
recVryzaUjus9YTMO,000.001.000*HS Chem Intro->Chemistry Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recfIZtA1mbEFnrmJ,R1,R2,R3,R4,,,,,,,,,000.001.000,016.009.002.001.000.000,"G9, G10, G11, G12,","HS Chem Intro by Danielle Merritt-Sunseri
Alternate Formats: Video
NOTE: Watch this introduction to glimpse our video companion lessons that accompany High School Chemistry.",,https://vimeo.com/902433124,,Video,,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recFu7a89wRapTVxZ?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recBq9iEE2Yn8ZhJh?home=pag8nmiUVfXJRZFLW,
rec1nWYOzb9tdoM1S,001.001.000*Michael Faraday's The Chemical History of a Candle->Chemistry Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reccWaFe2ts34p39C,R1,R2,R3,R4,Michael Faraday's The Chemical History of a Candle (Partial Term),,,,,,,,001.001.000,016.009.002.001.001.000,"G9, G10, G11, G12,","✓OPTIONAL 
Michael Faraday's The Chemical History of a Candle by Bill Hammack & Don DeCoste
ISBN/ASIN 978-1945441004 
Alternate Formats: Ebook

➜ RATIONALE: This book introduces modern readers to Michael Faraday’s great nineteenth-century lectures on ""The Chemical History of a Candle."" Students will be watching the lectures on video, so this text is for teachers or for students who would like to follow along using the text.",Term 1 (Partial Term),https://www.amazon.com/Michael-Faradays-Chemical-History-Candle/dp/1945441003,https://bookshop.org/a/90084/9780983966180,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recFu7a89wRapTVxZ?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recBq9iEE2Yn8ZhJh?home=pag8nmiUVfXJRZFLW,
rec0jAmOuFRKfStvi,001.001.001*Introductory Chemistry: A Foundation->Chemistry Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recDCnlgkFAGqBAI0,R1,R2,R3,R4,Introductory Chemistry: A Foundation (Full Term - Ch.1-9),Introductory Chemistry: A Foundation (Full Term - Ch.10-15),Introductory Chemistry: A Foundation (Full Term - Ch.16-21),,,,,,001.001.001,016.009.002.001.001.001,"G9, G10, G11, G12,","Introductory Chemistry: A Foundation by Steven S. Zumdahl & Donald J. DeCoste
ISBN/ASIN 978-1337399425 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Masters at inspiring and engaging students, the authors of this best-selling text combine problem-solving strategies, early coverage of chemical reactions, accessible explanations and visualizations, and an emphasis on everyday applications to facilitate understanding.

NOTE: Available in print or eBook with enhanced typesetting and audio. Previous edition is acceptable.","Term 1
Term 2
Term 3",https://www.cengage.com/c/student/9781337399425/?filterBy=Student&_gl=1*11z3cc6*_ga*NDQ1Mzc3MTM5LjE3MDQ3MzA4NDY.*_ga_1Z1VMVSHXM*MTcwNDczMDg0Ni4xLjEuMTcwNDczMTM1NC4wLjAuMA..,https://www.amazon.com/Introductory-Chemistry-Foundation-Steven-Zumdahl/dp/1337399426/ref=sr_1_1?crid=185BV2145UWAP&keywords=introductory+chemistry%3A+a+foundation&qid=1704731150&sprefix=introductory+chemistry+a+foundation%2Caps%2C192&sr=8-1&ufe=app_do%3Aamzn1.fos.006c50ae-5d4c-4777-9bc0-4513d670b6bc,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recFu7a89wRapTVxZ?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recBq9iEE2Yn8ZhJh?home=pag8nmiUVfXJRZFLW,
recS3mXw2KNv1rQ5x,001.001.002*The Chemical Elements Coloring and Activity Book->Chemistry Lessons,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recgQOYYOZx0SfBAI,R1,R2,R3,R4,The Chemical Elements Coloring and Activity Book (Selections),The Chemical Elements Coloring and Activity Book (Selections),,,,,,,001.001.002,016.009.002.001.001.002,"G9, G10, G11, G12,","The Chemical Elements Coloring and Activity Book by Ellen Johnston McHenry
ISBN/ASIN 978-1737476306 

➜ RATIONALE: All 118 elements are included in coloring pages, with information about its discovery, examples of molecules it will form, and pictures of how the element might be used in industry, medicine, the military, research, and fine arts.  Also included are personalizable periodic table and a variety of games.

➜ May sub Teachers may substitute any periodic table game/resource that they prefer, such as the board game Periodic or Theodore Gray's The Elements.","Term 1 (Selections)
Term 2 (Selections)",https://www.amazon.com/gp/product/1737476304,https://bookshop.org/a/90084/9781737476306,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recFu7a89wRapTVxZ?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recBq9iEE2Yn8ZhJh?home=pag8nmiUVfXJRZFLW,
